"","WK_ID","WK","MESSSTELLE","ID_ABSCHNITT","QK","PARAMETER","DATUM","WERT","KOMMENTAR","EINHEIT","ABUNDANZART","METHODE","MESSPROGRAMM","EU_CD_LW"
"7152","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Cavinula scutelloides",2009-08-28,0,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7153","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Cavinula scutelloides",2009-08-28,0,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7154","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cavinula scutelloides",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7155","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cavinula scutelloides",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7156","8000158393","Tiefer See bei Potsdam","2831","2831a","Makrophyten","Ceratophyllum demersum",2017-08-02,40,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2017","DELW_DEBB8000158393"
"7157","8000158393","Tiefer See bei Potsdam","2831","2831a","Makrophyten","Ceratophyllum demersum",2023-07-30,2,NA,"Häufigkeit nach Kohler (1978)","Form S ohne cf (cf=0)","PHYLIB 5.3","Makrophyten 2023","DELW_DEBB8000158393"
"7158","8000158393","Tiefer See bei Potsdam","2831","2831b","Makrophyten","Ceratophyllum demersum",2023-07-30,3,NA,"Häufigkeit nach Kohler (1978)","Form S ohne cf (cf=0)","PHYLIB 5.3","Makrophyten 2023","DELW_DEBB8000158393"
"7159","8000158393","Tiefer See bei Potsdam","2832","2832a","Makrophyten","Ceratophyllum demersum",2023-07-30,3,NA,"Häufigkeit nach Kohler (1978)","Form S ohne cf (cf=0)","PHYLIB 5.3","Makrophyten 2023","DELW_DEBB8000158393"
"7160","8000158393","Tiefer See bei Potsdam","2832","2832b","Makrophyten","Ceratophyllum demersum",2017-08-02,40,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2017","DELW_DEBB8000158393"
"7161","8000158393","Tiefer See bei Potsdam","2832","2832b","Makrophyten","Ceratophyllum demersum",2023-07-30,3,NA,"Häufigkeit nach Kohler (1978)","Form S ohne cf (cf=0)","PHYLIB 5.3","Makrophyten 2023","DELW_DEBB8000158393"
"7162","8000158393","Tiefer See bei Potsdam","2833","2833a","Makrophyten","Ceratophyllum demersum",2023-07-30,2,NA,"Häufigkeit nach Kohler (1978)","Form S ohne cf (cf=0)","PHYLIB 5.3","Makrophyten 2023","DELW_DEBB8000158393"
"7163","8000158393","Tiefer See bei Potsdam","2834","2834a","Makrophyten","Ceratophyllum demersum",2017-08-02,40,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2017","DELW_DEBB8000158393"
"7164","8000158393","Tiefer See bei Potsdam","2834","2834a","Makrophyten","Ceratophyllum demersum",2023-07-30,1,NA,"Häufigkeit nach Kohler (1978)","Form S ohne cf (cf=0)","PHYLIB 5.3","Makrophyten 2023","DELW_DEBB8000158393"
"7165","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cocconeis disculus",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7166","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cocconeis disculus",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7167","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cocconeis neodiminuta",2014-08-29,1.93,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7168","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cocconeis neodiminuta",2014-08-29,12,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7169","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis neodiminuta",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7170","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis neodiminuta",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7171","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Cocconeis neothumensis",2009-08-28,3.853,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7172","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Cocconeis neothumensis",2009-08-28,21,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7173","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cocconeis neothumensis",2014-08-29,1.77,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7174","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cocconeis neothumensis",2014-08-29,11,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7175","8000158393","Tiefer See bei Potsdam","2833","2833","Diatomeen","Cocconeis neothumensis",2009-08-28,1.8,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7176","8000158393","Tiefer See bei Potsdam","2833","2833","Diatomeen","Cocconeis neothumensis",2009-08-28,11,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7177","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis neothumensis",2014-08-29,2.56,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7178","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis neothumensis",2014-08-29,15,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7179","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cocconeis neothumensis",2009-08-28,0,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7180","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cocconeis neothumensis",2009-08-28,0,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7181","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cocconeis neothumensis",2014-08-29,0.35,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7182","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cocconeis neothumensis",2014-08-29,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7183","8000158393","Tiefer See bei Potsdam","2835","2835","Diatomeen","Cocconeis neothumensis",2009-08-28,0.889,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7184","8000158393","Tiefer See bei Potsdam","2835","2835","Diatomeen","Cocconeis neothumensis",2009-08-28,7,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7185","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cocconeis neothumensis",2014-08-29,0.21,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7186","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cocconeis neothumensis",2014-08-29,1,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7187","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Cocconeis pediculus",2009-08-28,0.367,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7188","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Cocconeis pediculus",2009-08-28,2,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7189","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cocconeis pediculus",2014-08-29,3.54,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7190","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cocconeis pediculus",2014-08-29,22,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7191","8000158393","Tiefer See bei Potsdam","2832","2832","Diatomeen","Cocconeis pediculus",2009-08-28,1.626,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7192","8000158393","Tiefer See bei Potsdam","2832","2832","Diatomeen","Cocconeis pediculus",2009-08-28,10,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7193","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cocconeis pediculus",2014-08-29,1.02,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7194","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cocconeis pediculus",2014-08-29,6,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7195","8000158393","Tiefer See bei Potsdam","2833","2833","Diatomeen","Cocconeis pediculus",2009-08-28,0.982,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7196","8000158393","Tiefer See bei Potsdam","2833","2833","Diatomeen","Cocconeis pediculus",2009-08-28,6,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7197","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis pediculus",2014-08-29,3.08,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7198","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis pediculus",2014-08-29,18,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7199","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cocconeis pediculus",2009-08-28,1.012,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7200","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cocconeis pediculus",2009-08-28,6,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7201","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cocconeis pediculus",2014-08-29,1.95,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7202","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cocconeis pediculus",2014-08-29,11,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7203","8000158393","Tiefer See bei Potsdam","2835","2835","Diatomeen","Cocconeis pediculus",2009-08-28,3.558,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7204","8000158393","Tiefer See bei Potsdam","2835","2835","Diatomeen","Cocconeis pediculus",2009-08-28,28,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7205","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cocconeis pediculus",2014-08-29,1.46,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7206","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cocconeis pediculus",2014-08-29,7,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7207","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis placentula var. euglypta",2014-08-29,1.2,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7208","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis placentula var. euglypta",2014-08-29,7,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7209","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cocconeis placentula var. euglypta",2014-08-29,0.35,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7210","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cocconeis placentula var. euglypta",2014-08-29,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7211","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cocconeis placentula var. euglypta",2014-08-29,1.25,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7212","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cocconeis placentula var. euglypta",2014-08-29,6,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7213","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cocconeis placentula var. lineata",2014-08-29,1.29,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7214","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cocconeis placentula var. lineata",2014-08-29,8,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7215","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cocconeis placentula var. lineata",2014-08-29,8.14,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7216","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cocconeis placentula var. lineata",2014-08-29,48,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7217","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis placentula var. lineata",2014-08-29,5.98,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7218","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis placentula var. lineata",2014-08-29,35,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7219","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cocconeis placentula var. lineata",2014-08-29,9.22,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7220","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cocconeis placentula var. lineata",2014-08-29,52,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7221","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cocconeis placentula var. lineata",2014-08-29,4.8,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7222","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cocconeis placentula var. lineata",2014-08-29,23,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7223","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Cocconeis placentula var. placentula",2009-08-28,4.404,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7224","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Cocconeis placentula var. placentula",2009-08-28,24,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7225","8000158393","Tiefer See bei Potsdam","2832","2832","Diatomeen","Cocconeis placentula var. placentula",2009-08-28,9.106,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7226","8000158393","Tiefer See bei Potsdam","2832","2832","Diatomeen","Cocconeis placentula var. placentula",2009-08-28,56,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7227","8000158393","Tiefer See bei Potsdam","2833","2833","Diatomeen","Cocconeis placentula var. placentula",2009-08-28,7.856,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7228","8000158393","Tiefer See bei Potsdam","2833","2833","Diatomeen","Cocconeis placentula var. placentula",2009-08-28,48,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7229","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cocconeis placentula var. placentula",2009-08-28,1.855,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7230","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cocconeis placentula var. placentula",2009-08-28,11,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7231","8000158393","Tiefer See bei Potsdam","2835","2835","Diatomeen","Cocconeis placentula var. placentula",2009-08-28,6.226,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7232","8000158393","Tiefer See bei Potsdam","2835","2835","Diatomeen","Cocconeis placentula var. placentula",2009-08-28,49,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7233","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cocconeis placentula var. placentula",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7234","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cocconeis placentula var. placentula",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7235","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis pseudolineata",2014-08-29,0.34,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7236","8000158393","Tiefer See bei Potsdam","2833","2833a","Diatomeen","Cocconeis pseudolineata",2014-08-29,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7237","8000158393","Tiefer See bei Potsdam","2833","2833","Diatomeen","Craticula minusculoides",2009-08-28,0,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7238","8000158393","Tiefer See bei Potsdam","2833","2833","Diatomeen","Craticula minusculoides",2009-08-28,0,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7239","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cymbella lanceolata var. lanceolata",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7240","8000158393","Tiefer See bei Potsdam","2831","2831a","Diatomeen","Cymbella lanceolata var. lanceolata",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7241","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cymbella lanceolata var. lanceolata",2009-08-28,0.169,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7242","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cymbella lanceolata var. lanceolata",2009-08-28,1,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7243","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cymbella lanceolata var. lanceolata",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7244","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cymbella lanceolata var. lanceolata",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7245","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Cymbella neoleptoceros var. neoleptoceros",2009-08-28,0.183,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7246","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Cymbella neoleptoceros var. neoleptoceros",2009-08-28,1,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7247","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cymbella neoleptoceros var. neoleptoceros",2009-08-28,0.169,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7248","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cymbella neoleptoceros var. neoleptoceros",2009-08-28,1,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7249","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cymbella subaspera",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7250","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cymbella subaspera",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7251","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cymbella subaspera",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7252","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cymbella subaspera",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7253","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cymbella subaspera",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7254","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cymbella subaspera",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7255","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cymbella subcistula",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7256","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cymbella subcistula",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7257","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cymbella tumida",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7258","8000158393","Tiefer See bei Potsdam","2832","2832a","Diatomeen","Cymbella tumida",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7259","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cymbella tumida",2009-08-28,0,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7260","8000158393","Tiefer See bei Potsdam","2834","2834","Diatomeen","Cymbella tumida",2009-08-28,0,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7261","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cymbella tumida",2014-08-29,0.18,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7262","8000158393","Tiefer See bei Potsdam","2834","2834a","Diatomeen","Cymbella tumida",2014-08-29,1,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7263","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cymbella tumida",2014-08-29,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7264","8000158393","Tiefer See bei Potsdam","2835","2835a","Diatomeen","Cymbella tumida",2014-08-29,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB8000158393"
"7265","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Diatoma tenuis",2009-08-28,0.367,NA,NA,"Abundanzen (alle)","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
"7266","8000158393","Tiefer See bei Potsdam","2831","2831","Diatomeen","Diatoma tenuis",2009-08-28,2,NA,NA,"Zähldaten Taxa","Phylib Diatomeen","Diatomeen Seen 2009 Südlos","DELW_DEBB8000158393"
