"","WK_ID","WASSERKÖRPER","ORT","MESSSTELLE","JAHR","PARAMETER","BESCHREIBUNG","METHODE","KOMPONENTE","EINHEIT","X_WERT","Y_WERT","WERT","EXPERTENURTEIL","KOMMENTAR","EU_CD_LW"
"1537","800015828419","Scharmützelsee",NA,"842","2023","Teilbewertung Diatomeen/Zustands-/Potentialklasse FGW und Seen","FGW, See; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; (bei FGW-Halobienindex und Versauerung wird berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"434745","5786833","3",NA,NA,"DELW_DEBB800015828419"
"1538","800015828419","Scharmützelsee",NA,"842","2023","Vegetationsgrenze","Vegetationsgrenze","PHYLIB 5.3","Makrophyten",NA,"434745","5786833","6,2",NA,NA,"DELW_DEBB800015828419"
"1539","800015828419","Scharmützelsee",NA,"848","2023","M-sicher","M-sicher","PHYLIB 5.3","Diatomeen",NA,"434424","5788607","false",NA,NA,"DELW_DEBB800015828419"
"1540","800015828419","Scharmützelsee",NA,"845","2023","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"435113","5790286","13",NA,NA,"DELW_DEBB800015828419"
"1541","800015828419","Scharmützelsee",NA,"846","2007","I_Arten","Artindex, Teilindex des MIB","MIB 2004","Makrophyten",NA,"435585","5793247","0-3,76",NA,NA,"DELW_DEBB800015828419"
"1542","800015828419","Scharmützelsee",NA,"841","2007","I_UMG","Index aus der unteren Makrophytengrenze, Teilindex des MIB","MIB 2004","Makrophyten",NA,"436560","5789932","0-4,36",NA,NA,"DELW_DEBB800015828419"
"1543","800015828419","Scharmützelsee",NA,"848","2014","aerophileArten%","See; Fließgew, sauerstoffliebende Arten in Prozent nach Schaumburg","PHYLIB 5.3","Diatomeen",NA,"434424","5788607","0",NA,NA,"DELW_DEBB800015828419"
"1544","800015828419","Scharmützelsee",NA,"847","2006","TIL_Nord","See; berechneter Trophie-Index Nord","nicht bekannt","Diatomeen",NA,"436233","5788720","2,92",NA,NA,"DELW_DEBB800015828419"
"1545","800015828419","Scharmützelsee",NA,"841","2007","I_Arten","Artindex, Teilindex des MIB","MIB 2004","Makrophyten",NA,"436560","5789932","0-4,02",NA,NA,"DELW_DEBB800015828419"
"1546","800015828419","Scharmützelsee",NA,"800015828419_HM","2010","Sichttiefe_Saison_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","7",NA,NA,"DELW_DEBB800015828419"
"1547","800015828419","Scharmützelsee",NA,"800015828419_HM","2024","MST Schichtungsverhalten",NA,"PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"433268","5785615","geschichtet",NA,NA,"DELW_DEBB800015828419"
"1548","800015828419","Scharmützelsee",NA,"848","2006","TIL_Nord","See; berechneter Trophie-Index Nord","nicht bekannt","Diatomeen",NA,"434424","5788607","3,07",NA,NA,"DELW_DEBB800015828419"
"1549","800015828419","Scharmützelsee",NA,"800015828419_HM","2014","MST PTSI_Bew","PTSI-Bewertung für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","3,46",NA,NA,"DELW_DEBB800015828419"
"1550","800015828419","Scharmützelsee",NA,"847","2023","Bew. Makrophyten (dezimal)","Bew. Makrophyten (dezimal)","PHYLIB 5.3","Makrophyten",NA,"436233","5788720","2,5",NA,NA,"DELW_DEBB800015828419"
"1551","800015828419","Scharmützelsee",NA,"8400015","2020","MMI","Multimetrischer Index","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"435884","5791543","0,88",NA,NA,"DELW_DEBB800015828419"
"1552","800015828419","Scharmützelsee",NA,"845","2006","Anzahl inidkativer Taxa","Diatomeen Seen","nicht bekannt","Diatomeen",NA,"435113","5790286","21",NA,NA,"DELW_DEBB800015828419"
"1553","800015828419","Scharmützelsee",NA,"847","2006","M_RAQ","See; Modul Referenzartenquotien","nicht bekannt","Diatomeen",NA,"436233","5788720","0,27",NA,NA,"DELW_DEBB800015828419"
"1554","800015828419","Scharmützelsee",NA,"842","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Diatomeen",NA,"434745","5786833","1",NA,NA,"DELW_DEBB800015828419"
"1555","800015828419","Scharmützelsee",NA,"843","2017","MIB","Makrophytenindex Brandenburg","nicht bekannt","Makrophyten",NA,"432922","5784672","1,92",NA,NA,"DELW_DEBB800015828419"
"1556","800015828419","Scharmützelsee",NA,"800015828419_HM","2017","MST PTSI H/G","H/G PTSI vom Typ","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","1,75",NA,NA,"DELW_DEBB800015828419"
"1557","800015828419","Scharmützelsee",NA,"847","2023","Teilbewertung Diatomeen/Zustands-/Potentialklasse FGW und Seen","FGW, See; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; (bei FGW-Halobienindex und Versauerung wird berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"436233","5788720","4",NA,NA,"DELW_DEBB800015828419"
"1558","800015828419","Scharmützelsee",NA,"842","2014","M_TILNord / Trophieindex (umger.)","See; Modul Trophie-Index (Wert zwischen 0 und 1)","PHYLIB 5.3","Diatomeen",NA,"434745","5786833","0,582",NA,NA,"DELW_DEBB800015828419"
"1559","800015828419","Scharmützelsee",NA,"800015828419_HM","2022","Chl_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","2,59",NA,NA,"DELW_DEBB800015828419"
"1560","800015828419","Scharmützelsee",NA,"842","2023","Gesamthäufigkeit (prozent) D","Gesamthäufigkeit [%] D","PHYLIB 5.3","Diatomeen",NA,"434745","5786833","100",NA,NA,"DELW_DEBB800015828419"
"1561","800015828419","Scharmützelsee",NA,"8400016","2020","MMI","Multimetrischer Index","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"433367","5787154","0,94",NA,NA,"DELW_DEBB800015828419"
"1562","800015828419","Scharmützelsee",NA,"800015828419_HM","2023","MST Biomasse_Metrik","Metrik Biomasse  für Messstelle und Jahr","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"433268","5785615","2,89",NA,NA,"DELW_DEBB800015828419"
"1563","800015828419","Scharmützelsee",NA,"844","2017","MIB","Makrophytenindex Brandenburg","nicht bekannt","Makrophyten",NA,"433294","5786834","1,69",NA,NA,"DELW_DEBB800015828419"
"1564","800015828419","Scharmützelsee",NA,"841","2023","Vegetationsgrenze","Vegetationsgrenze","PHYLIB 5.3","Diatomeen",NA,"436560","5789932","1",NA,NA,"DELW_DEBB800015828419"
"1565","800015828419","Scharmützelsee",NA,"843","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Makrophyten",NA,"432922","5784672","0",NA,NA,"DELW_DEBB800015828419"
"1566","800015828419","Scharmützelsee",NA,"846","2023","Vegetationsgrenze","Vegetationsgrenze","PHYLIB 5.3","Diatomeen",NA,"435585","5793247","1",NA,NA,"DELW_DEBB800015828419"
"1567","800015828419","Scharmützelsee",NA,"842","2023","Makrophytenverödung","Makrophytenverödung","PHYLIB 5.3","Diatomeen",NA,"434745","5786833","false",NA,NA,"DELW_DEBB800015828419"
"1568","800015828419","Scharmützelsee",NA,"800015828419_HM","2010","MST Chryso-Bewertung","Bewertung Chryso für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","4,56",NA,NA,"DELW_DEBB800015828419"
"1569","800015828419","Scharmützelsee",NA,"846","2014","Diatomeentyp","Diatomeentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"435585","5793247","DS 13.2",NA,NA,"DELW_DEBB800015828419"
"1570","800015828419","Scharmützelsee",NA,"800015828419_HM","2022","ST_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","4,7",NA,NA,"DELW_DEBB800015828419"
"1571","800015828419","Scharmützelsee",NA,"800015828419_HM","2017","MST Beprobung konform?","Beprobung methodenkonform oder nicht? für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","incl. Novemberprobe",NA,NA,"DELW_DEBB800015828419"
"1572","800015828419","Scharmützelsee",NA,"800015828419_HM","2010","MST TypPTSI_Ref","PTSI-Referenz für den Typ","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","1,25",NA,NA,"DELW_DEBB800015828419"
"1573","800015828419","Scharmützelsee",NA,"800015828419_HM","2024","MST DiProf_Bew","DiProf-Bewertung für Messstelle und Jahr","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"433268","5785615","2,17",NA,NA,"DELW_DEBB800015828419"
"1574","800015828419","Scharmützelsee",NA,"845","2007","Teilbewertung Makrophyten","Bewertung der Messstelle (1 bis 5 möglich), bei leeren Feld ist das Ergebnis ungesichert","MIB 2004","Makrophyten",NA,"435113","5790286","3",NA,NA,"DELW_DEBB800015828419"
"1575","800015828419","Scharmützelsee",NA,"847","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Diatomeen",NA,"436233","5788720","true",NA,NA,"DELW_DEBB800015828419"
"1576","800015828419","Scharmützelsee",NA,"841","2023","Gesamthäufigkeit (prozent) D","Gesamthäufigkeit [%] D","PHYLIB 5.3","Makrophyten",NA,"436560","5789932","0",NA,NA,"DELW_DEBB800015828419"
"1577","800015828419","Scharmützelsee",NA,"849","2020","MMI","Multimetrischer Index","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"435281","5793833","0,8",NA,NA,"DELW_DEBB800015828419"
"1578","800015828419","Scharmützelsee",NA,"800015828419_HM","2023","Chl_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","7,96",NA,NA,"DELW_DEBB800015828419"
"1579","800015828419","Scharmützelsee",NA,"800015828419_HM","2020","MST Version-Programm",NA,"PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","PhytoSee 7.0 (15.12.2017)",NA,NA,"DELW_DEBB800015828419"
"1580","800015828419","Scharmützelsee",NA,"848","2017","MIB","Makrophytenindex Brandenburg","nicht bekannt","Makrophyten",NA,"434424","5788607","1,97",NA,NA,"DELW_DEBB800015828419"
"1581","800015828419","Scharmützelsee",NA,"800015828419_HM","2024","MST G_Biomasse",NA,"PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"433268","5785615","4",NA,NA,"DELW_DEBB800015828419"
"1582","800015828419","Scharmützelsee",NA,"848","2023","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"434424","5788607","TKg - 13",NA,NA,"DELW_DEBB800015828419"
"1583","800015828419","Scharmützelsee",NA,"800015828419_HM","2022","TP_Frühjahr",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","74",NA,NA,"DELW_DEBB800015828419"
"1584","800015828419","Scharmützelsee",NA,"8400012","2020","Teilbewertung_QK_MZB","MZB-Gesamtbewertung/ Bi Ben_Inv","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"432705","5785404","2",NA,NA,"DELW_DEBB800015828419"
"1585","800015828419","Scharmützelsee",NA,"846","2014","TIL_Nord","See; berechneter Trophie-Index Nord","PHYLIB 5.3","Diatomeen",NA,"435585","5793247","2",NA,NA,"DELW_DEBB800015828419"
"1586","800015828419","Scharmützelsee",NA,"800015828419_HM","2020","TP_Frühjahr_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","7",NA,NA,"DELW_DEBB800015828419"
"1587","800015828419","Scharmützelsee",NA,"848","2023","Bewertung (dezimal)","Bewertung (dezimal)","PHYLIB 5.3","Makrophyten",NA,"434424","5788607","2,52",NA,NA,"DELW_DEBB800015828419"
"1588","800015828419","Scharmützelsee",NA,"846","2023","Makrophytenverödung","Makrophytenverödung","PHYLIB 5.3","Diatomeen",NA,"435585","5793247","false",NA,NA,"DELW_DEBB800015828419"
"1589","800015828419","Scharmützelsee",NA,"800015828419_HM","2023","MST PSI_m_DiProf","PSI mit DI-Prof verrechnet  für Messstelle und Jahr","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"433268","5785615","2,67",NA,NA,"DELW_DEBB800015828419"
"1590","800015828419","Scharmützelsee",NA,"845","2014","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"435113","5790286","TKg - 13",NA,NA,"DELW_DEBB800015828419"
"1591","800015828419","Scharmützelsee",NA,"848","2014","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"434424","5788607","TKg - 13",NA,NA,"DELW_DEBB800015828419"
"1592","800015828419","Scharmützelsee",NA,"846","2017","I_UMG","Index aus der unteren Makrophytengrenze, Teilindex des MIB","MIB 2004","Makrophyten",NA,"435585","5793247","0-3,23",NA,NA,"DELW_DEBB800015828419"
"1593","800015828419","Scharmützelsee",NA,"841","2023","Bew. Makrophyten (dezimal)","Bew. Makrophyten (dezimal)","PHYLIB 5.3","Makrophyten",NA,"436560","5789932","2,6",NA,NA,"DELW_DEBB800015828419"
"1594","800015828419","Scharmützelsee",NA,"800015828419_HM","2014","MST IST_PTSI_WERT","Phytoplankton-Taxa-Seen-Index Ist-Wert im Jahresmittel für die Messstelle","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","2,73",NA,NA,"DELW_DEBB800015828419"
"1595","800015828419","Scharmützelsee",NA,"800015828419_HM","2024","MST Maximum Chla µg/l",NA,"PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"433268","5785615","21",NA,NA,"DELW_DEBB800015828419"
"1596","800015828419","Scharmützelsee",NA,"847","2014","aerophileArten%","See; Fließgew, sauerstoffliebende Arten in Prozent nach Schaumburg","PHYLIB 5.3","Diatomeen",NA,"436233","5788720","0",NA,NA,"DELW_DEBB800015828419"
"1597","800015828419","Scharmützelsee",NA,"800015828419_HM","2010","MST Gesamtbewertung verbal stufig","PSI verbal  für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","mäßig",NA,NA,"DELW_DEBB800015828419"
"1598","800015828419","Scharmützelsee",NA,"800015828419_HM","2017","MST Crypto-Bewertung","Bewertung Crypto für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","3,4",NA,NA,"DELW_DEBB800015828419"
"1599","800015828419","Scharmützelsee",NA,"845","2007","I_UMG","Index aus der unteren Makrophytengrenze, Teilindex des MIB","MIB 2004","Makrophyten",NA,"435113","5790286","0-2,69",NA,NA,"DELW_DEBB800015828419"
"1600","800015828419","Scharmützelsee",NA,"847","2007","I_UMG","Index aus der unteren Makrophytengrenze, Teilindex des MIB","MIB 2004","Makrophyten",NA,"436233","5788720","0-2,34",NA,NA,"DELW_DEBB800015828419"
"1601","800015828419","Scharmützelsee",NA,"800015828419_HM","2024","EQR","DeLFI","DeLFI","Fische",NA,"433268","5785615","0,86",NA,NA,"DELW_DEBB800015828419"
"1602","800015828419","Scharmützelsee",NA,"844","2014","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"433294","5786834","13",NA,NA,"DELW_DEBB800015828419"
"1603","800015828419","Scharmützelsee",NA,"800015828419_HM","2017","TI_akt","LAWA-Trophieindex","LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","2,28",NA,NA,"DELW_DEBB800015828419"
"1604","800015828419","Scharmützelsee",NA,"841","2023","Zustandsklasse","Zustands-/Potentialklasse","PHYLIB 5.3","Diatomeen",NA,"436560","5789932","3",NA,NA,"DELW_DEBB800015828419"
"1605","800015828419","Scharmützelsee",NA,"846","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Diatomeen",NA,"435585","5793247","1",NA,NA,"DELW_DEBB800015828419"
"1606","800015828419","Scharmützelsee",NA,"8400013","2020","MMI","Multimetrischer Index","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"434110","5788231","0,81",NA,NA,"DELW_DEBB800015828419"
"1607","800015828419","Scharmützelsee",NA,"846","2004","I_Arten","Artindex, Teilindex des MIB","MIB 2004","Makrophyten",NA,"435585","5793247","0-3,04",NA,NA,"DELW_DEBB800015828419"
"1608","800015828419","Scharmützelsee",NA,"800015828419_HM","2020","MST Chla µg/l",NA,"PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","7,42",NA,NA,"DELW_DEBB800015828419"
"1609","800015828419","Scharmützelsee",NA,"800015828419_HM","2023","MST Beprobung konform?","Beprobung methodenkonform oder nicht? für Messstelle und Jahr","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"433268","5785615","Phyto-Beprobung ok,incl. Märzprobe",NA,NA,"DELW_DEBB800015828419"
"1610","800015828419","Scharmützelsee",NA,"848","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Diatomeen",NA,"434424","5788607","true",NA,NA,"DELW_DEBB800015828419"
"1611","800015828419","Scharmützelsee",NA,"800015828419_HM","2024","MST Typ_Nr","PP-Subtyp der bewerteten MST im Jahr der Untersuchung","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"433268","5785615","PP 13",NA,NA,"DELW_DEBB800015828419"
"1612","800015828419","Scharmützelsee",NA,"800015828419_HM","2024","MST N_Indikatortaxa","mittlere Anzahl nutzbarer Indikatortaxa","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"433268","5785615","9,9",NA,NA,"DELW_DEBB800015828419"
"1613","800015828419","Scharmützelsee",NA,"846","2023","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"435585","5793247","13",NA,NA,"DELW_DEBB800015828419"
"1614","800015828419","Scharmützelsee",NA,"800015828419_HM","2017","Chl_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","4,97",NA,NA,"DELW_DEBB800015828419"
"1615","800015828419","Scharmützelsee",NA,"800015828419_HM","2022","TI_akt","LAWA-Trophieindex","LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","1,96",NA,NA,"DELW_DEBB800015828419"
"1616","800015828419","Scharmützelsee",NA,"800015828419_HM","2007","TP_Frühjahr",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","79",NA,NA,"DELW_DEBB800015828419"
"1617","800015828419","Scharmützelsee",NA,"842","2023","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"434745","5786833","TKg - 13",NA,NA,"DELW_DEBB800015828419"
"1618","800015828419","Scharmützelsee",NA,"845","2014","Teilbewertung Diatomeen, vorläufig/FGW - Ergebnis ohne Salzbelastung & See - vorläufige Bewertung","See, FGW; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird berücksichtigt","PHYLIB 5.3","Diatomeen",NA,"435113","5790286","999",NA,NA,"DELW_DEBB800015828419"
"1619","800015828419","Scharmützelsee",NA,"844","2014","Teilbewertung Diatomeen, vorläufig/FGW - Ergebnis ohne Salzbelastung & See - vorläufige Bewertung","See, FGW; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird berücksichtigt","PHYLIB 5.3","Diatomeen",NA,"433294","5786834","999",NA,NA,"DELW_DEBB800015828419"
"1620","800015828419","Scharmützelsee",NA,"846","2014","Teilbewertung Diatomeen, vorläufig/FGW - Ergebnis ohne Salzbelastung & See - vorläufige Bewertung","See, FGW; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird berücksichtigt","PHYLIB 5.3","Diatomeen",NA,"435585","5793247","3",NA,NA,"DELW_DEBB800015828419"
"1621","800015828419","Scharmützelsee",NA,"841","2014","aerophileArten%","See; Fließgew, sauerstoffliebende Arten in Prozent nach Schaumburg","PHYLIB 5.3","Diatomeen",NA,"436560","5789932","0",NA,NA,"DELW_DEBB800015828419"
"1622","800015828419","Scharmützelsee",NA,"844","2004","MIB","Makrophytenindex Brandenburg","MIB 2004","Makrophyten",NA,"433294","5786834","1,87",NA,NA,"DELW_DEBB800015828419"
"1623","800015828419","Scharmützelsee",NA,"800015828419_HM","2021","TP_Frühjahr",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","66",NA,NA,"DELW_DEBB800015828419"
"1624","800015828419","Scharmützelsee",NA,"843","2023","Zustandsklasse","Zustands-/Potentialklasse","PHYLIB 5.3","Makrophyten",NA,"432922","5784672","3",NA,NA,"DELW_DEBB800015828419"
"1625","800015828419","Scharmützelsee",NA,"848","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Makrophyten",NA,"434424","5788607","0",NA,NA,"DELW_DEBB800015828419"
"1626","800015828419","Scharmützelsee",NA,"800015828419_HM","2017","MST PTSI_Bew","PTSI-Bewertung für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","2,36",NA,NA,"DELW_DEBB800015828419"
"1627","800015828419","Scharmützelsee",NA,"844","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Makrophyten",NA,"433294","5786834","0",NA,NA,"DELW_DEBB800015828419"
"1628","800015828419","Scharmützelsee",NA,"846","2023","Bew. Makrophyten (dezimal)","Bew. Makrophyten (dezimal)","PHYLIB 5.3","Makrophyten",NA,"435585","5793247","2,65",NA,NA,"DELW_DEBB800015828419"
"1629","800015828419","Scharmützelsee",NA,"800015828419_HM","2017","MST PSI Phyto-See-Index","PSI als Zahl für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","2,17",NA,NA,"DELW_DEBB800015828419"
"1630","800015828419","Scharmützelsee",NA,"845","2023","Teilbewertung Makrophyten","Bewertung der Messstelle (1 bis 5 möglich), bei leeren Feld ist das Ergebnis ungesichert","PHYLIB 5.3","Makrophyten",NA,"435113","5790286","4",NA,NA,"DELW_DEBB800015828419"
"1631","800015828419","Scharmützelsee",NA,"846","2023","Teilbewertung Makrophyten","Bewertung der Messstelle (1 bis 5 möglich), bei leeren Feld ist das Ergebnis ungesichert","PHYLIB 5.3","Makrophyten",NA,"435585","5793247","3",NA,NA,"DELW_DEBB800015828419"
"1632","800015828419","Scharmützelsee",NA,"800015828419_HM","2020","Chl_Saison_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"433268","5785615","10",NA,NA,"DELW_DEBB800015828419"
"1633","800015828419","Scharmützelsee",NA,"843","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Diatomeen",NA,"432922","5784672","1",NA,NA,"DELW_DEBB800015828419"
"1634","800015828419","Scharmützelsee",NA,"800015828419_HM","2020","MST TypPTSI_Ref","PTSI-Referenz für den Typ","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","1,25",NA,NA,"DELW_DEBB800015828419"
"1635","800015828419","Scharmützelsee",NA,"846","2006","M_TILNord / Trophieindex (umger.)","See; Modul Trophie-Index (Wert zwischen 0 und 1)","nicht bekannt","Diatomeen",NA,"435585","5793247","0,51",NA,NA,"DELW_DEBB800015828419"
"1636","800015828419","Scharmützelsee",NA,"844","2017","MIB","Makrophytenindex Brandenburg","MIB 2004","Makrophyten",NA,"433294","5786834","1,69",NA,NA,"DELW_DEBB800015828419"
"1637","800015828419","Scharmützelsee",NA,"845","2004","I_UMG","Index aus der unteren Makrophytengrenze, Teilindex des MIB","MIB 2004","Makrophyten",NA,"435113","5790286","0-2,39",NA,NA,"DELW_DEBB800015828419"
"1638","800015828419","Scharmützelsee",NA,"800015828419_HM","2017","MST Bac_Chloro_S_Bew","Bewertung Bac_Chloro für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","2,71",NA,NA,"DELW_DEBB800015828419"
"1639","800015828419","Scharmützelsee",NA,"800015828419_HM","2017","MST TypPTSI_Ref","PTSI-Referenz für den Typ","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","1,25",NA,NA,"DELW_DEBB800015828419"
"1640","800015828419","Scharmützelsee",NA,"847","2014","M_TILNord / Trophieindex (umger.)","See; Modul Trophie-Index (Wert zwischen 0 und 1)","PHYLIB 5.3","Diatomeen",NA,"436233","5788720","0,602",NA,NA,"DELW_DEBB800015828419"
"1641","800015828419","Scharmützelsee",NA,"846","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Diatomeen",NA,"435585","5793247","true",NA,NA,"DELW_DEBB800015828419"
"1642","800015828419","Scharmützelsee",NA,"842","2023","Zustandsklasse","Zustands-/Potentialklasse","PHYLIB 5.3","Makrophyten",NA,"434745","5786833","2",NA,NA,"DELW_DEBB800015828419"
"1643","800015828419","Scharmützelsee",NA,"843","2023","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"432922","5784672","TKg - 13",NA,NA,"DELW_DEBB800015828419"
"1644","800015828419","Scharmützelsee",NA,"841","2004","Teilbewertung Makrophyten","Bewertung der Messstelle (1 bis 5 möglich), bei leeren Feld ist das Ergebnis ungesichert","MIB 2004","Makrophyten",NA,"436560","5789932","1",NA,NA,"DELW_DEBB800015828419"
"1645","800015828419","Scharmützelsee",NA,"847","2010","I_Arten","Artindex, Teilindex des MIB","MIB 2004","Makrophyten",NA,"436233","5788720","0-3,83",NA,NA,"DELW_DEBB800015828419"
"1646","800015828419","Scharmützelsee",NA,"800015828419_HM","2020","MST IST_PTSI_WERT","Phytoplankton-Taxa-Seen-Index Ist-Wert im Jahresmittel für die Messstelle","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"433268","5785615","2,62",NA,NA,"DELW_DEBB800015828419"
"1647","800015828419","Scharmützelsee",NA,"843","2006","M_RAQ","See; Modul Referenzartenquotien","nicht bekannt","Diatomeen",NA,"432922","5784672","0,17",NA,NA,"DELW_DEBB800015828419"
